youtubeId,movieId,title,transcription
t4esViss83M,3003,Train of Life (Train de vie) (1998)," [♪ whimsical music playing throughout recital Everyone has stopped to recipe for transport CHEERING SURELY DELICIOUS!!!!!!!!!!!!!!!!!!!!!! All 한번~!! O hipated fortified everyone has stopped to siege All trying to agree to defeat their enemy All will you make it wash away all deluwved All will you make it-"" And so the finish line goes So, have you got your Stradivarius? They'll think you invented the violin. Go ahead, play. Come on! Speed waving the music, footstep it! Come on, fans!"
krU7HZgCxsI,3005,"Bone Collector, The (1999)"," You heard about that couple at the airport? Got in a taxi yesterday morning? Stop this car! I found him hand sticking out of the ground with his wife's wedding band shoved on one of his fingers. He's called the Bone Collector. And only one man can track him down. I'm gonna walk you through collecting the evidence. It's an awful smell. I mean, you're close. I didn't want to disturb any footprints he might have left. Tell me what you see. I think I found him."
5rkvxi5hdbA,3006,"Insider, The (1999)"," They're afraid of you, aren't they? They should be. The following is a sneak preview of the best-reviewed film of the year. An insider ready to speak the truth. And I want to go on the record. A reporter who will help him reveal it. What does this guy have to say that threatens these people? Together, I was told Don't talk. Who is this? They will risk everything. Because where there's smoke, there's fire. Al Pacino. He's only the key witness in the biggest public issue in history. Does he go on television and tell the truth? Yes. Are we gonna air it? Of course not. Why? Because the more truth he tells, the worse it gets. Russell Crowe. I have to put my family's welfare on the line. My girl is a cry. My children need me. You wish you hadn't come forward? You wish you hadn't blown the whistle? Stop it! The movie critics call Deeply Moving. I fought for you and I still fight. A powerful edge-of-your-seat thriller. It will pin you to your seat. The best film of the year. Nominated for five Golden Globes. You go public, nothing will ever be the same again. There's Dad on TV. The Insider. A Michael Mann film."
zMFZOu8rDUQ,3007,American Movie (1999)," That was wicked, man. His whole life is making this one film. You have two hours tomorrow from 11 a.m. to 1 p.m. and be an extra in a film. You get your name on the credits, man, as a producer. And of course there'll be a whole crowd of people here, so we gotta make like a line where people can't go. We have a hell of a lot of assistant directors saying, hey, hey, could you step back like five feet? I think my ma's gonna have to end up going out in the woods. I had my shopping to do. Okay, you gotta spread apart that way. All of the extras have just fell through, except for Mike Shank right there. We used to do a lot of partying together, but I don't party anymore. Hey, Mike, make sure everyone has brown gloves. Does everyone have brown gloves? No, dude, dude, dude. I'm broke, man. I gotta get gas tomorrow. And dude's talking about making a feature film. The name of the film is Coven. Coven, Coven. Coven, that's the proper pronunciation. No, no. Coven sounds like oven, man, and that's just, it doesn't work. She wants to be in your film, Bill. Oh my gosh. You're getting your three grand back. It's the first line of the film, man. It's gotta be on the money. It's all right. Okay, I believe we can do this. Shot 37 here where my head goes through the cupboard. Every time we got together, there was something that seemed to go wrong. Oh, dude, I'm sorry you tried to put your head in this. Take 30. Um... Cut. You gotta watch your teeth too, because they clack a little bit when they loosen up in the mouth. Oh, now I see there's a flame there. Oh no, what are you talking about, ma? Check it out when you look at the scarecrows. Whoa. I mean, do you get it? Within weeks, the film will be cut, finished for multiple sales. What do you think about that? Multiple sales to who? We get to see Americans and American dreams, and you won't walk away depressed after seeing this. This whole thing is turning into a theatrical mockery. Do you understand that, Mike? No. Well, you will. Would you buy this movie for $14.95? Hell yeah, man. If I can find 3,000 people like you across this country, man, I'm in business."
3h9q5yKz2J8,3008,Last Night (1998)," Come on, people. This is the last night, you hear me? Coming up on the last night on the planet, you're listening to CKRT, the top 500 songs of all time, with you until the end. So you're going to a party? No. People coming over? No, I'm staying here by myself. Why? Because I'm going to the party. I'm going to the party. I'm going to the party. I'm staying here by myself. By yourself? I just went out to pick up some things and my husband is somewhere. I have to go. Three more hours! Hurry up! Sex. Today, I just don't want to risk having bad sex tonight. I just want to have another gasoline today. I'll do my best. For what we are about to receive. May the Lord make us truly thankful. And what I do find pathetic is people who don't know themselves or people who don't like themselves and as soon as they hear that the world is ending they rush out and try and hook up with someone like it was closing time at Studio 54. I don't give a damn. People are always saying the children. Pity the children. I'm tired of the children. They haven't lived. They haven't lived. Give them birth, watch their friends die. Stand up and take a look. Can you see it? No! No! I'm not going to let this world take my life. I'm not just going to pass away. Don't worry, it's okay. Bye! Bon voyage."
c-_5WIuh2uw,3010,Rosetta (1999), Ik lietım ook euro opérBC. Ik heb het gevoel dat je niet meer kan spelen. Dat is niet waar. Ik ben je moeder en je hebt me niet zo gesproken. Sla op dat dat niet waar is. Sla op dat dat niet waar is. Dat is mijn baasje. Ik heb het gevoel dat je niet meer kan spelen. Dat is niet waar. Je hebt een vriend gevonden. Ik heb een vriend gevonden. Je hebt een normale leven. Ik heb een normale leven. Je zal niet in de hole vallen. Ik zal niet in de hole vallen. Bedankt voor het kijken.
ke-sWMXspNA,3011,"They Shoot Horses, Don't They? (1969)"," Easy come, easy go. People are the ultimate spectacle. And now, now you're going to see it, Yowza the Derby! One couple and only one who waltz out of here over broken bodies and broken dreams, carrying the grand prize of 1,500 silver dollars. And believe me, these wonderful kids deserve your cheers because each one of them is fighting down pain, exhaustion, weariness, struggling to keep going, battling to win, and isn't that the American way? That it is! What I mean is, if you think about it, cattle ain't got much worse than us. She ain't pregnant, I'm Nelson Eddy. So what's healthier than having a kid? Number 78 isn't done, we're going to board judge over there. What are you going to do, put us in cages and let them throw peanuts at us? The boy from 67 is down, he's definitely down. Look at us, we're all like this now. Dirty, swollen feet, no sleep. What do you want? Help me! Six, seven... Shut up, the 70! Hang on, Lisa! Kiss me, kiss me. Jesus! I ain't quitting. Get off me! Help me. Four, three, two, one... The End Thanks for watching!"
7BzXFXw4Ers,3013,Bride of Re-Animator (1990)," The original is a story about the death of the death of the death of the death of the death of the death of the death death the death of the death of the death of the death the death of the Daniel! You're coming! You made me! I made you! Forget it, Dan. She's just an assembly of dead tissue. H.P. Lovecraft's Bride of Reanimator. Are we having fun yet? Bride of Reanimator"
D9hr4RGGj8Y,3014,Bustin' Loose (1981)," Richard Pryor is Joe Braxton. He's mad. He's bad. I mean, he's really bad. And he's busting loose. Richard Pryor. And Cicely Tyson. In Busting Loose. Don't forget it. From Universal Pictures. Try me one time, you understand? Rated R. Now playing at a theater near you."
Xkh6I-XKLUg,3015,Coma (1978)," Where is the patient? Coming right down in Dr. Cohn. You enter a major metropolitan hospital for routine surgery. What's the matter? I don't know. Something goes wrong. She never woke up? No. What if it wasn't an accident? Now, the number one best-selling mystery becomes the most thrilling suspense film of the year. Jean-Vier Bouger is Dr. Susan Wheeler. There's been about a dozen of these coma cases here in the last year. They're always different. Hard to imagine it's murder. Are you sure? Susan, what do you think? There's a conspiracy at the Boston Memorial Hospital? I'm fine. I don't need to freak. But I think it's important to have on the record. She's under stress, a little paranoid. Well, she thinks there's a conspiracy. Does she think you're involved? Michael Douglas is Dr. Mark Bellows. No, no, I don't think so. First rule of crime. Keep it simple. Somebody is putting people into comas. They're murdering them. Hey! It's a 4367. The bidding now stands at 425. A 31-year-old male. At Boston Memorial Hospital, only one doctor can save your life. But first, she's got to save her own. Susan! We have to do something. This is real, Mark. Somebody's seen too much. What's the matter? I don't know what the matter is. Somebody's gone too far. I don't know what the matter is. Somebody's gone too far. I don't know what the matter is. Somebody's gone too far. Somebody's gone too far. Somebody's getting away with murder."
QaIEwxkDPww,3016,Creepshow (1982)," ...tales of horror that will give you the creeps. This is going to be extremely painful, Mr. Varell. Oh! The most fun you'll ever have, Being Scared, Creepshow, rated R. Now playing at a theater near you."
AFn68-bpAHo,3017,Creepshow 2 (1987)," Five years ago, Stephen King and George Romero, two masters of the macabre, created their hallmark of horror, Creepshow. Many would argue that nothing of significance has happened since, until now. A coordinate chief wouldn't have. Maybe you don't get out much. Oh, this is crazy. This is totally crazy. Maybe you're always running late. I better go. Or maybe you just have other things on your mind. They gotta make me a movie star. But if you only make it to one scary film all year, make it one you'll remember all year long. Creepshow 2. You like movies that will keep you stacked in your chair. Stephen King and George Romero have conjured up an all-new Creepshow. No! No! That's impossible! Just for you. What is it? I don't know. So don't just sit there. I'm gonna swim for it, right now. Walk. Run. Swim if you have to. I got you! But whatever you do, don't take your time. Cause the scares come twice as quickly in... I.P.U. Creepshow 2."
wLJ8Z3PDEGU,3018,Re-Animator (1985)," I've broken the 6 to 12 minute barrier. A conquered brain death. His experiments have always been unorthodox. It was dead. But lately, they're getting out of hand. And he's just made a discovery that could wake up the dead. Berger-West has affected reanimation in dead animal tissue. What are you thinking? How do you feel? You? 15 cc's of reagent being administered. Once you wake up the dead, you've got a real mess on your hands. Homer, you're insane! Now what happened? I had to kill him! He's dead? Not anymore. Herbert West brought a lot of dead people back to life. And not one of them showed any appreciation. H.P. Lovecraft's classic tale of horror. Re-animator. Mr. West. You'll never get credit for my discovery. Who's going to believe a talking head get a job in a side shop? It will scare you to pieces."
5_Rs8c08hM8,3019,Drugstore Cowboy (1989)," My name is Bob and this is a picture of me. It was 1971 and me and my friends had just got an apartment in Portland, Oregon. You alone? What, you think I brought my rat-faced granny along to hold my hand? That's Rick, my old partner. Every once in a while we'd get restless. Hey! Hit the local points of interest. What have you guys been doing? Reading Mickey Spillane or something? You know, it just seems like the other day I was saying it looks like Bobby Hughes has finally slowed down a little bit and then bang, you knock off another pharmacy. Honey? Oh, that's Diane right there. I like Diane. She took a darn good picture too. Better than in real life. Right out of the clear blue sky you say you're going to clean up your hand. Diane, I can't do it anymore. I'm going straight, man. Look, try it sometime. It's good for your soul. The thing is, no matter how good a rip-off artist you are, sooner or later you pay the price."
BMoQQ7OsX5M,3021,"Funhouse, The (1981)"," Who will dare to face the challenge of the lunch? Who is mad enough to enter that world of darkness? Something is alive in the Fun House. Something not alive like its father. Something better dead. Something that has the form of a human, but not the face. This better be good. It's gonna be great. Something that feeds off the flesh and blood of young innocents. Come on, here we go. This is it. Something that tonight will turn the Fun House into a carnival of terror. I don't know who that guy is. I just want to get the hell out of here. No! The Fun House. Coming soon from Universal Pictures. The Fun House. It's a carnival of terror from Tobey Hooper, the director who terrified you with the Texas Chainsaw Massacre."
XoCKGvVlNYM,3024,Piranha (1978)," Lost River, take 32. And action. Lost River is lost no more. Yes, friends, you can be part of a modern ecological miracle. Acres and acres of reclaimed land nestled in a scenic mountain valley, sight of the newly formed Lost River Lake. You'll find swimming, sailing, snorkeling. There's something strange in the water at Lost River Lake. Something you can't see, something you can't feel, until it's too late. Started in a Texas pond. Barbara, is there something in here? David! David! Well, if it still works, it's the quickest way to know if they're down there or not. What are you doing? You trained the pond? Yes, we found it. You let them out? They were unleashed into America's waterways to churn quiet streams into rivers of living death. Keep your hand out of the water. Ow! What's wrong with the water? Dad! Stay back! Dad! Stay back! The world of carnivorous fish. Carana, the deadliest man-eaters of all. In schools of hundreds, they attack and devour anything that moves with razor-sharp teeth that can strip a man to the bone in less than a minute. There'll be no way to contain them. They'll be able to swim up every river system in the country. There's a school of Carana heading straight downstream toward your resort. They'll kill us, all of us. Science fiction. Excuse me, you want a phone? I'm the piranhas. I thought I told you not even to say that word! But the piranhas... What about the f***ing piranhas? They're eating the guests, sir. They're here. And they're hungry. Piranhas."
YQuwLlPpSGI,3025,Rough Night in Jericho (1967)," You hear what he's telling us to do, Cousin Pearly? Hand it over. Just who in the hell's gonna make me? Just a band orders, mister. You've got to check it. This gun goes where I go. Hey, big man. Law says no guns. You the law? I know I am. Yeah? Yeah. Well, I don't see no badge. I don't need no badge, big mouth. It's up there on the ledge. He leveling, Pearly? He's leveling. Okay, friend. You win. I'll have it, mister. Under the coat. Sure, why the hell not? You, wait. The knife inside your boot. Flood! You, wait. The knife inside your boot. Flood! All right. We're a champion. Boys, see you later. Let's get back to the table, boys. Hello, it's cut you. Come on over and give me another jacket, will you, honey? Are you all right, mister? I'm fine. Great jacket. Thanks for the yell, darling. Old habit. Man's back's a tender spot. He did all right. Is that why you didn't step in? Stepping in is a habit I have grew. Smart. It helps a man stay alive a long time. Bill, lock him up. We'll hand him after the trial."
dNpkgtl2KM8,3026,Slaughterhouse (1987)," First, there was Jason. Then came Freddy. Now, it's Buddy's turn to make you scream in Slaughterhouse. Some went there for fun. Some went there on business. But to Buddy, it didn't make any difference. Buddy has an axe to bribe. A big axe. In Slaughterhouse. A 1987 theatrical release perfect for your horror-hungry consumers. Warehouse ship date January 27th. Order closed date January 12th."
P7v4t0_OvrY,3028,"Taming of the Shrew, The (1967)"," Elizabeth Taylor, Richard Burton. Need we say more? Yes, this much more. The taming of the shrew. Selected for the 1967 British Royal Performance. Amidst the rich pageantry of the age of romance, a story of love and marriage, which are not necessarily the same thing. The world's most celebrated movie couple in the motion picture they were made for. Need we say more? Yes, five words more. The taming of the shrew. The taming of the shrew."
cnvbtAoucPU,3029,Nighthawks (1981)," Is this trip business or pleasure? Pleasure, I hope. Welcome to the United States. Hamer Reinhardt, sometimes called Wolfgar, born Frankfurt, Germany, 1946. Educated, Paris, and Patrice Lumumba University, Moscow. Currently self-employed. Occupation, international terrorist. You ought to be indoctrinated in counter-terrorist techniques. Deke De Silva, age 35. Born and raised, New York City. Honorable discharge, US Army, 1972. 52 registered kills. Occupation, cop. One man can bring the world to its knees. And only one man can stop him. Wolfgar! Universal Pictures presents Sylvester Stallone in Nighthawks, coming in April."
y_1iT_GmHTE,3030,Yojimbo (1961),- 俺を買わんか?余人棒にどうだ?腕は今見せる- 何だ?- 何だ?- 何だ?- 何だ?- 何だ?腕は今見せるああ面白いもん見せてやるか- おう- 見ろ!- 見せないだろ!- こいつとっても強いんだぜ地獄の入り口で顔を合わせたこの二人- このザマだ- だから言わねくっちゃね- 6人ぐらいじゃ手不足だ- 見ろ!- 見ろ!ところであの6人とてもうまく料理されたなあんないい腕を持った奴はこの近くにはお目しきゃいね- それで?- もしかするとあの6人叩く殺したのはお前じゃねえかと思ってね刀かピストルか 宿命の対決あんまりこっちに来るんじゃねえあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってねあんまりこっちに来るんじゃねえかと思ってね
XIejyo2gOOY,3031,Repossessed (1990)," In 1973, an entire world watched as a little girl and a holy exorcist battled and cast out the devil himself. But now, I am the devil. I think Nancy has been repossessed. Repossessed! And this, the devil himself, is the devil himself. Repossessed! We've got him! And this is the only man who could possibly save her. Leslie Nielsen. I couldn't find my butt with both my hands. Linda Blair. God created man in his own image. That is quite beautiful, Herman. This is in America, the ultimate confrontation of good against evil. Repossessed. Coming soon."
bWB6Ufh4O98,3032,"Omega Man, The (1971)"," There is no phone ringing, damn it! The last man on earth lives in a fortress. What day is it anyway? Monday? The hell it is. It's Sunday. Sunday I always dress for dinner. Discovered shack. How does that grab you, Caesar? The last man on earth always carries... ...an automatic weapon. The last man on earth is hunting. Because the last man on earth is not alone. Ah! Mad bomber himself. And I see you got a mad scientist. You know me. And about your work. My work? Incremental effects, countermeasures to toxic agents in liquid systems delivery, microbiological letters January 1975, remember? You know what it means? I was a med school senior when they scratched the world. Family. God, I forgot to keep the fuel up in the generator. They'll be in the garage! This is not the place where all the dead were burned. Get the bridges! Get the bridges! Get those bridges! Get those bridges! Get those bridges! Get those bridges! He's gone! He's gone! Mine is! Mine is! And stay on the clock and step on it! Ah!"
uWVSVgU-I0s,3033,Spaceballs (1987)," There it is, Planet Druidia. And underneath the air shield, 10,000 years of fresh air. We must get through that air shield. We will, sir. Once we kidnap the princess, we can force her father, King Roland, to give us the combination to the air shield, thereby destroying Planet Druidia and saving Planet Spaceball. Everybody got that? Spaceballs, the move. Princess Vespa spaceship within range, sir. Good. What's going on? It's either the Fourth of July, or someone's trying to kill us. Now we will show her who is in charge of this galaxy. If you do not give me the combination to the air shield, Dr. Slotkin will give your daughter back... We're all going to die! Dr. Slotkin will give your daughter back... We're all nose! No! No! Only one man and his trusted companion can save Planet Druidia from disaster. Okay, Eagle Five, coming in. Bone Star. First, they must learn the secrets of yogurt. Yogurt? I am the keeper of a greater magic. The force? The Schwartz. Avoid capture on a distant planet. Help us to comb the desert, you hear me? Comb the desert! Found anything yet? We ain't found... Battle the entire Spaceball army. My hair! He shoved my hair! Holy... And escape the clutches of Dark Helmet. I see your Schwartz is as big as mine. Abandon ship, proceed to escape planet. What the hell's the matter with this seat belt? When does this happen in the movie? Give me power! Spaceballs. The movie. How do I know you're not making faces at me under that thing? And may the Schwartz be with you!"
SmdsIIdJXrI,3034,Robin Hood (1973)," Long ago, a classic legend was born and brought to life in Walt Disney's finest moment of ingenuity. A story of heroics, of nobility and adventure. Disney's Robin Hood. The special edition. Coming soon to Disney DVD."
xGEGZjkC-ZU,3035,Mister Roberts (1955)," Now hear this. Now hear this. Mr. Roberts will report to the captain's cabin on the double. Give me that! Roberts! Roberts, you get up here in one quick hurry. I'm giving you an order. This is finally, finally the showdown. We are going to have it out right here and now. You hear, Roberts? Get up here now! You want to see me, Captain? You did it! Don't stand there and lie to me. Confess it! Confess what, Captain? I don't know what you're talking about. You know what you did! You stabbed me in the back! You stabbed me in the... Will the doctor please report to the captain's cabin on the double? I'm coming for you. I'm coming for you. Yes, he's coming your way with all the humor and humanity that made him live on the stage. All the winning warmth that'll make him live in your heart. I saw something last night that just about knocked me out. I was up on the bridge. I looked through the glasses and it was a formation of our ships that stretched for miles. Carriers and battleships and cans, the whole task force, Doc. I thought I was on those bridges. It's Henry Fonda as Mr. Roberts, Senior Officer of the cargo ship USS Reluctant. James Cagney as the skipper. An old sea dog. William Powell as Doc. Who has a sure fire prescription for happiness. 100 proof. Jack Lemmon as Ensign Pulver. Who could get a girl in his sights even if he couldn't get one in his arms. And all the interesting, enthusiastic, exuberant men of the Reluctant. And the girls who weren't so reluctant. They flew in last night. Mock outs and one big blonde especially. See, of course she went for me right away, naturally. So I started to turn on the old personality, you know. And I said, isn't there anything in the world that will make you come out to this ship with me? And she says, yes, there is one thing and one thing only. Only, God, he got nice as I'm at Ireland. Yeah, look, look, second story, second story. See, she's a blonde, see. Someone over here by the window. Wow! There will be no liberty while we're in this here port. Take it out on me, but not on a man. Don't you hear that music? Don't you know it's tearing those guys apart? They're breakable, Captain, I promise you. Just how much do you want this crew to have a liberty? I don't know which I hate. Worse you and that other malignant girl that stands outside your door. How did you ever get command of a ship? I hate your guts, you smart college guys. Powder? This ain't no pop gun. It's a firecracker. I used fulminator mercury. I'll be back in a minute. Fulminator mercury? That stuff's murder. Do you suppose he means it? A firecracker into the old man's box of cigarettes. To better days. Right. The End"
2pcGGKtPpSE,3036,"Quest for Fire (Guerre du feu, La) (1981)"," 14 years ago, 2001, a space odyssey was the astounding epic that aroused a generation, telling them where they might be headed. Now, 20th Century Fox presents a science fantasy adventure that will arouse this generation, telling us where we might have begun."
xWGAdzn5_KU,3037,Little Big Man (1970)," Well, what's your answer, mule skinner? General. You go down there. You're advising me to go into the coulee? Yes, sir. There are no Indians there, I suppose. I didn't say that. There are thousands of Indians down there. And when they get done with you, there won't be nothing left but a greasy spot. This ain't the Washi-Dow River, General. And them ain't helpless women and children waiting for you. They're shy and brave and sued. You go down there if you got the nerve. Still trying to outsmart me, aren't you, mule skinner? You want me to think that you don't want me to go down there, but the subtle truth is you really don't want me to go down there. Well, are you reassured now, Major?"
mJGUm9e_BLU,3038,"Face in the Crowd, A (1957)"," Oh, lonesome Rhodes. Look out for him. He's mean. Ladies and gentlemen, this is Andy Griffith, another sensational newcomer from Elia Kazan, who brought you Marlon Brando and James Dean and Carol Baker. Come be a... ...free man in the morning. Free man in the morning. Loved by millions, an idol of the people. Bye! Bye, Lucy! Sorry, I'm late. I'm sorry, I'm late. I'm sorry, I'm late. I'm sorry, I'm late. I'm sorry, I'm late. I'm sorry, I'm late. I'm sorry, I'm late. Bye, Lucy! So long, Luther. You're right to me now. I'll be thinking of you, good people. Boy, I'm glad to shake that dump. Don't try to play the noble defender of the sanctity of marriage with me, Papa Man. You know where you've been some of those nights when Betty was waiting up for you. You hit me and it'll be all over the papers. As much as the people love you tonight, they can hit you. You're fired. I'm not just an entertainer. I'm an influence, a wielder of opinion. A force. A force. Oh, if they ever heard the way that psycho really talks. They're mine. I own them. They think like I do. But they're even more stupid than I am. So I gotta think for them. One of the greatest characterizations ever put on the screen in the whole history of motion pictures. Man, I'm just a country boy. But if the President tries to stop me, I'll flood the White House with millions of telegrams."
uibGzEYgwHE,3043,Meatballs 4 (1992)," Welcome to Lakeside, where some of the hottest skiers have just landed a new hero. I want you to meet our new recreation director, Ricky Wayne. He's got charm. Oh, thank you. Thank you, Victor. Oh, oh. He's a natural-born leader. Come on, guys. Let's do it. Come on. Anything's possible if you want it bad enough. Look at Michael Jackson. And he's got two weeks to turn these ski rats into superstars. It's a playground of fun and fantasy. Where the scenery is breathtaking. The passion is pulsating. Why did you leave me, Ricky? Because I was afraid, Cal. And the romance is hot. I think I'm gonna change that 10 to a 12. Yeah. But the competition wants to crash this party. Are you going to put up or shut up? And they'll stop at nothing to get what they want. If you don't mind. All right, these girls are gonna look like smurfs. Now, Kelly. it's a race for survival. Give me my ski. Meatballs 4. To the rescue."
vVt2h_UMnr0,3044,Dead Again (1991)," I loved my wife forever. Of course forever. Alright. But you still killed her, didn't you? A crime from the past has obsessed her. That was Roman Strauss. That was his wife, Margaret. He stabbed her in the throat with a lovely pair of pharmacisms. For whatever reason, these events are consuming her. A stranger... Ah, Mike. ...at church has found her. Why are you helping me? I don't know. I don't know. Maybe I feel sorry for you. Maybe I like you. How far back are you? 1948. Hypnosis can take us back to our past lives. Do you expect me just to run with that? There's a lot more people on this planet who believe in past lives than don't. What do you see? Mr. Strauss? Mike, someone wants to kill me. Those are just dreams. They're not real. The more she trusts him... It's okay. ...the more she fears him. This is exactly what happened with Roman and Margaret. I'm not Roman. She had a pair of scissors. ...to be the man who ended her life... Roman? ...more than 40 years ago. He was gonna kill me. You saw Mr. Church in the past. I'm not Roman! You were in the house. Margaret! You take this, you sleep with it, you put it in your pocket, you sleep with it, you put it under your pillow, I come near you, you blow my head off, right? I would never hurt you. How am I supposed to keep him away? I mean, he really wants to see me. You burn somebody in one life, they get a chance to burn you back in this one. It's a comic credit plan. By now, they would forever. Maybe Roman Strauss didn't kill his wife. What exactly is it between you and Mr. Baker? I could be a good friend of Margaret. If fate works at all, it works, because people think that this time... Come on! ...it isn't going to happen. The love and death of Roman and Margaret Strauss has begun all over again. This is all far from over. Dead Again."
GhfHLuhYPok,3045,Peter's Friends (1992)," ... This year, spend the holidays with Peter Spratt. From Kenneth Branagh, director and star of Henry V and Dead Again. What have you got in here, weights? Yes! Comes an outrageous new comedy about catching up with best friends. Is there anyone else down there you're used to sleeping? Discovering romance. I've never fallen in love. I've stepped in it a few times. ... Fill me with your little babies. Oh my God! ... You slept with Sarah. My dear, the Archbishop of Canterbury slept with Sarah. Kenneth Branagh could do anything. I rest my case. Emma Thompson is dead. Rita Ruttner is hilarious. I can feel the cellulite building up on me on the plane. I turned Andrew back into an alcoholic. An alcoholic? Maggie into an erotomaniac. Sarah into a nun. You make Mother Teresa look like a Hulkard. It's a film, Andrew, it's a film! ..."
CVyg1xk1HdM,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"," I heard you're hanging out with Randy Dean. So what if I was? Stop. She's pretty much of a freak, I think. You have to stop meeting like this. I don't even know why I hang out with you guys. Because we love you, Evie! Want a go-for-drive? I left that note in our locker locker. I'm sorry, Evie. I'm sorry. I'm sorry. I left that note in our locker like a year ago. What if she never got it? What if somebody else got it? It got your note. I really want to hold your hand right now. I've held hands with a girl before. Girls like me? I came out to a girl at school today. How'd it go? You're not weeded out, are you? Why should I be? Well, most people are. Do you have something you want to tell me? How come we didn't know about this before? I mean, you don't seem gay. I didn't say I was gay. I said I was in love. Underneath it all, I'm the same person. Underneath it all? That's funny. I think that you're under some kind of spell or something. If you were going to turn gay, you'd think you could at least choose someone who was pretty. You're so beautiful. I got it! I got it! Evie! Mom! You come back here! Do you hear me? I'm going to kill you! You could have helped me. What, like I'm going to stay there? Is she screaming? It's a girl! It's a girl! Tell me where you are! I'm on the road! I'm going to kill her. I'm looking for two teenage girls. Did our husbands send you? It's weird when you tell the story of your life. But when you're in it, it just seems just as normal as anything else. Are you guys going to go to the prom together, too? You know what? I saw a movie about that. We're having a little crisis on our hands. We're trying to get Evie to come out with her new friend, Randy. Randy's already out, Mrs. Roy."
Jau_EFBvKOs,3047,Experience Preferred... But Not Essential (1982)," Love is the summer of 62, a vintage year for romance. Can I help you? Yes, I'm looking for a Mr. Howard. Ah, you're the new waitress. Experience preferred, but not essential. I'm Mike, who are you? I'm Neil. Is that a blush? God, it was, too. I didn't think women still did that. Experience preferred, but not essential. What are you looking so miserable about? I'm the only one on North Hill who doesn't have a past. Time will rectify that. We all get one in the end. Love is never having enough time. Love me tender, love me sweet. Never let me go. Love is a song without end. You have made my life complete. And I love you so. Experience preferred, but not essential. Well, Mike was looking for you. Oh. He said he had something on. It might have meant the mug of cocoa was carrying back elsewhere to it. Love me tender, love me long. All my dreams fulfilled. You're not making this very easy. I know. Any chance of you taking your wellies off? No. Love is total oblivion. Experience preferred, but not essential."
UJnzY4nn57o,3048,Under the Rainbow (1981)," What the hell's going on here? Guess what happened when 150 midgets checked into a hotel in Hollywood to make one of the world's biggest movies. I want a room. What happened to that hotel and to Hollywood has to be seen to be believed. Now, the real madness can be shown. Give me my bucket! That's my favorite bucket! The cable! And believe you me, it's not short on action. I'm going to get you. It's not short on danger. I could have held the elevator, sir. And it's not short on romance. Bruce Thorpe, United States Secret Service. And I, uh, suppose that's your gun, huh? Oh, no, I wear a shoulder hole, sir. It's not short on excitement either. All kinds of excitement. Not bad. And you better believe it's not short on laughs. I'm going to miss you, too. In all time for Piglet perversion, seek higher! Dig it! You'll feel co-operative or I'll blow your brains out. If you haven't already guessed, it'll be out shortly. Chevy Chase, Carrie Fisher, and 150 of Hollywood's smallest stars in Under the Rainbow. A giant comedy. Coming from Orion Pictures. What an interesting hotel."
HTeI2Xdlij0,3050,Light It Up (1999)," Those of you that have textbooks, please take them out. We could burn some books. There aren't enough to keep us warm. Follow me! Taking them off campus? There was no place to go on campus. We call you union rep, you're suspended. What? We're supposed to study in a room that's freezing, and now you want to fire one of the few decent teachers still willing to work here? You're both suspended. What? When you've never had a voice. Jackson, come on, get these kids out of here. What are you doing, man? Let me explain! I don't want no explanation. What she wants is our teacher back. When you've never been given a chance. Zitty, put that gun down now! He shot me in my leg. It was an accident. Let him go! Let him go! This is Audrey McDonald with the New York City Police Department. Until you step into the light. Everybody's listening. What do you have to say? CNN.com This all began because of the conditions of our school. We are not gang members as we've been portrayed. Two, students must have a textbook for every subject. Three, fix the window. Four, repair all leaks. Five, establish a career day. Stephanie Williams, national deans list. A bad air day. First ten minutes, you made up in your mind who we were. Everybody come check this out! Look, an idea? What are we doing for? You stood up and you hyped up this whole city. This might give my little life some meaning."
